,hotel,commentaire,note
98,Ibis Budget Paris Porte de Montmartre, hôtel ibis budget bien situé nord paris proximité boulevards maréchaux boulevard périphérique construction récente fonctionnelle propreté satisfaisante amélioration parfaire laccueil sourire,0
99,Ibis Budget Paris Porte de Montmartre, quartier horrible proximité périphérique tout montmartre bien 1h métro centre heure pointe quartier dangereux chambre très petite 12m2 salle bain bruit couloirs matelas très durs ambiance très glauque réception ascenceurs hésitants photos trompeuses,1
100,Ibis Budget Paris Porte de Montmartre, bon accueil chambre très propre très important n’entend bruits autres chambres cependant lors ménage chambres mieux hôtes ménage nettoyer chambres où client a mis pense bête porte car j’ai dérangé sommeil pensez aussi mettre poubelles visibles car possible l’on mange chambres donc poubelles chambres suffisantes,0
101,Ibis Budget Paris Porte de Montmartre, bon accueil rapide personnel très accueillant chambre propre petit déjeuner génial copieux beaucoup choses proposés conseille escapade paris 😉 amoureux,0
102,Ibis Budget Paris Porte de Montmartre, quartier moyen personnel réception plus part serviable efficace petit déjeuner offre choix appréciable service impeccable grâce qualités humaines personnel daccueil grand merci madeleine yamina accueil gentillesse,1
103,Ibis Budget Paris Porte de Montmartre, hotel financierement tres abordable chambre petite tres fonctionnelle nuisances sonores proche commodites transports visiter paris personnel tres sympa peti dej parfait super rapport qualite prix recommande vivement,0
104,Ibis Budget Paris Porte de Montmartre, chambre simple bruit nuit l’hôtel pareil rue rester 3 nuits cet hôtel 3 seule chambre aises personnel sympathique rien a dire plus chambres très propres ménage fait tout matins quand demande,0
105,Ibis Budget Paris Porte de Montmartre, l’environnement l’hotel plutôt « gloque » l’hotel agréable chambre spartiate plutôt calme douche très pratique spacieuse regard surface chambre bon rapport qualité prix portes paris,1
106,Ibis Budget Paris Porte de Montmartre, pratique car 10min pied métros garibaldi st ouen chambre propre laccueil froid rapide bon important certaine personne parfois simple petit sourire ferait plaisir contre point négatif vraiment lisolation entendions personnes parler bébé pleurer durant 2 nuits séjour grand merci réceptionniste dimanche matin très aimable fait nécéssaire puisse récupérer clés malencontreusement passées sous porte vérouillée bien weekend cher,1
107,Ibis Budget Paris Porte de Montmartre, lhôtel dégrade aussi bien confort service salle restauration sale mal entretenue personnel présent petit déjeuner machines panne sol jonché restes collant chambres plus entretenues partie léclairage fonctionne plus prix parking prohibitif 235 euros 24h vaut mieux passer zenpark onepark 10 euros 24h cest hôtel javais lhabitude séjourner vais laisser coté,1
108,Ibis Budget Paris Porte de Montmartre, bon rapport qualitéprix très loin centre paris métro peu plus 30 minutes chambre propre bon petitdéjeuner déjeuner cétait parfois peu bruyant dérangeant personnes laccueil efficaces répondent rapidement toutes demandes clients,0
109,Ibis Budget Paris Porte de Montmartre, établissement correctedommage ménage na fait mercredi jeudi sinon rien dire emplacement correcte contre trop bruit soir si fallait reprendre cette hôtel ferais,1
110,Ibis Budget Paris Porte de Montmartre, situé trop loin dun métro porte st ouen chambre calme confort très correct petit déjeuner correct complet peu bruyant cest hôtel beaucoup fréquenté groupes plusieurs langues sy côtoient ainsi familles bon accueil quartier sans problème,0
111,Ibis Budget Paris Porte de Montmartre, choix défaut égard l’indisponibilité aurès établissement accor vais d’habitude jamais ibis budget chambres tristes mourir petite tv visionne loin travers léchelle lit superposé flux personnes a toutes heure rappelle salle perdus gare loin tout plus,1
112,Ibis Budget Paris Porte de Montmartre, accueil propreté chambre correcte matelas incroyablement dur c’est affaire goût bruyant chambres peu insonorisées clients parlent fort parties communes n’importe quelle heure petit déjeuner sommaire manque peu fraîcheur,1
113,Ibis Budget Paris Porte de Montmartre, situation lhôtel peu éloignée métro services proposés correspondaient attente laccueil satisfaisant ménage chambre assez sommaire niveau toilettes sol,1
114,Ibis Budget Paris Porte de Montmartre, cest très bonne hôtel passé très bon séjour recommande a passé très bon séjour établissement parlerez hôtel a proche notes 1720 monsieur roche,0
115,Ibis Budget Paris Porte de Montmartre, bon accueil linconvenient lavabo chambre non partie douche lit superpose trop bas blessure front pharmacie contient tres peu produits cas necessite literie correcte personnels sympathique convient familles personne seule petit dejeuner simple correcte,1
116,Ibis Budget Paris Porte de Montmartre, bien 1 nuit cest tout chambre 3 personnes 2 prises uniquement lit haut fait tout housse beau petit message texplique comment faire travail autres sèche cheveux 20e location blague critiquerais bruit parce lhôtel peut jouer police devant lincivilité clients claquent porte 2h mat hurlent couloirs petit déjeuner très limite machines café panne baguettes coupées très dures fruits où levée 4 fois prendre salade fruits jamais jen plusieurs plats posés uns autres jamais renouvelés quant quartier nen parle cest triste,1
117,Ibis Budget Paris Porte de Montmartre, l’ensemble l’hôtel correct sans plus manque climatisation voyageurs bruyants rideau entre lits douche pourrait être rajouté parking public assez cher,1
118,Ibis Budget Paris Porte de Montmartre, hôtel simple mais’propre tout personnels sympa attentionné parking un’peu cher part l’hôtel l’hôtel situe proximité voie rapide facile d’accés hôtel bien nuit deux,0
119,Ibis Budget Paris Porte de Montmartre, etre obligée mettre draps 3ème litplus moyen accueil limite petit déjeuner très restreint emplacement lhôtel non idéal rues remplies poubelles côté périphérique personnellement retournerai cet établissement première dernière expérience cet hôtel,1
120,Ibis Budget Paris Porte de Montmartre, lenvironnement laccueil chambres tout revoir quasiment climatisation wc sales 2 prises chambres 3 personnes extrêmement bruyant portes autres chambres claquent façon assourdissante autres voyageurs souvent men foutistes bruyants parties communes sales enfer cest trop cher cest sûr comprends pourquoi seul rayon soleil dame cheveux courts dorigine africaine antillaise accueille salle petit dejeuner souriante très aimable très professionnelle contrairement collègues petitdej réception plus jamais ça vaccine ibis budget,1
121,Ibis Budget Paris Porte de Montmartre, trop bruit cette fois là chambre climatisée climatisation non bruyante super emplacement top parking juste dessous demandé chambre calme,0
122,Ibis Budget Paris Porte de Montmartre, chambre nétait climatisée pleine canicule faisait 30 degrés facilement chambre plus voyageurs bruyants personnes parlent fort vers 2h matin portes claques vers 4h matin quasiment impossible dormir,1
123,Ibis Budget Paris Porte de Montmartre, première chambre attribuée lavabo bouché télévision fonctionne retour réception changement chambre immédiat sans faute deuxième chambre chambre fonctionnelle propre déco minimaliste agréable sans plus personnel laccueil professionnel lécoute personnel ménage aimable efficace service sécurité hall présent vigilant bon point petit déjeuner sous forme buffet ouvert 5h30 présence monoprix 50 plus cet hôtel fréquenté jeunes touristes remuants bruyants cependant jai passé quatre nuits convenables abords lhôtel très fréquentables particulier weekend sollicitations dapproches,0
124,Ibis Budget Paris Porte de Montmartre, très très déçu cet hôtel choisi seulement proximité stade france sinon trouvaient réservation chambre n’était fait toilettes sale mouchoirs terre etc quartier horrible contre situé 10 minutes marches depuis métro caution sèchecheveux 20€ service bagagerie 2€ bagage voilà voilàje retournerai jamais cet hôtel,1
125,Ibis Budget Paris Porte de Montmartre, hôtel choisi fonction situation géographique proche stade france gros point noir réside manque disolation phonique inexistante cest dommage car reste très correct rapport gamme compris petit déjeuner volonté,1
126,Ibis Budget Paris Porte de Montmartre, très mal situé st denis ligne rer bondée desserte secteur parisien personnel extrêmement courtois agréable a mieux comme hôtel cest sûr cest forcément plus cher paris,1
127,Ibis Budget Paris Porte de Montmartre, établissement propre chambres suffisamment grandes très loin montmartre tout prix plus raisonnable paris navons essayé petit déjeuner lisolation phonique pourrait être renforcée,0
